#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Sat Feb 01 18:07:01 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 RemoveTest2 , ,
11,Sat Feb 01 18:11:58 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 RemoveTest2 , ,
12,Sat Feb 01 18:12:19 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 RemoveTest2 , ,
13,Sat Feb 01 18:12:52 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 RemoveTest2 , ,
14,Sat Feb 01 18:14:40 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 RemoveTest2 , ,
15,Sat Feb 01 18:15:04 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 RemoveTest2 , ,
16,Sat Feb 01 18:17:52 EST 2020,90,5,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest2+ RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 , ,
17,Sat Feb 01 18:41:45 EST 2020,75,-15,Assignment1Suite,ClearTest0 ClearTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 EverythingTest1- InsortTest0- InsortTest1- RemoveTest1 , ,
18,Sat Feb 01 19:14:47 EST 2020,75,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 EverythingTest1 InsortTest0 InsortTest1 RemoveTest1 , ,
19,Sat Feb 01 19:15:11 EST 2020,90,15,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1+ GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0+ InsortTest1+ RemoveTest0 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 , ,
20,Sat Feb 01 19:16:32 EST 2020,90,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 , ,
21,Sat Feb 01 19:21:05 EST 2020,90,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest1 , ,
22,Sat Feb 01 19:22:50 EST 2020,100,10,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0+ EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1+ RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
23,Sat Feb 01 19:23:04 EST 2020,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
24,Sat Feb 01 19:26:18 EST 2020,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
25,Sat Feb 01 23:06:57 EST 2020,20,-80,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 , ,ClearTest0- ClearTest1- EverythingTest0- EverythingTest1- GetTest0- InsertTest0- InsertTest1- InsertTest2- InsortTest0- InsortTest1- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2- SizeTest3- , ,
26,Sat Feb 01 23:07:20 EST 2020,20,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
27,Sat Feb 01 23:07:37 EST 2020,85,65,Assignment1Suite,ClearTest0+ ClearTest1+ EverythingTest0+ GetTest0+ GetTest1 InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2+ SizeTest3+ , ,EverythingTest1 InsortTest0 InsortTest1 , ,
28,Sat Feb 01 23:10:18 EST 2020,100,15,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1+ GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0+ InsortTest1+ RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
29,Mon Feb 03 02:18:38 EST 2020,95,-5,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1- , ,
30,Mon Feb 03 02:28:19 EST 2020,100,5,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1+ GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
31,Mon Feb 03 02:31:29 EST 2020,95,-5,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,RemoveTest2- , ,
32,Mon Feb 03 02:32:38 EST 2020,100,5,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2+ RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
33,Mon Feb 03 02:36:15 EST 2020,40,-60,Assignment1Suite,ClearTest1 GetTest0 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0- EverythingTest0- EverythingTest1- InsertTest0- InsertTest1- InsertTest2- InsortTest0- InsortTest1- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- , ,
34,Mon Feb 03 02:36:45 EST 2020,75,35,Assignment1Suite,ClearTest1 GetTest0 GetTest1 InsertTest0+ InsertTest2+ InsertTest3 InsortTest1+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 EverythingTest1 InsertTest1 InsortTest0 , ,
35,Mon Feb 03 02:39:48 EST 2020,35,-40,Assignment1Suite,GetTest0 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 ClearTest1- EverythingTest0 EverythingTest1 InsertTest0- InsertTest1 InsertTest2- InsortTest0 InsortTest1- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- , ,
36,Mon Feb 03 02:40:01 EST 2020,100,65,Assignment1Suite,ClearTest0+ ClearTest1+ EverythingTest0+ EverythingTest1+ GetTest0 GetTest1 InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3 InsortTest0+ InsortTest1+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
37,Mon Feb 03 03:15:28 EST 2020,25,-75,Assignment1Suite,GetTest0 GetTest1 InsertTest3 SizeTest0 SizeTest1 , ,ClearTest0- ClearTest1- EverythingTest0- EverythingTest1- InsertTest0- InsertTest1- InsertTest2- InsortTest0- InsortTest1- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2- SizeTest3- , ,
